ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
19.637,0.08,-0.04,0.92,-1.03,2.11,0
19.657,0.08,-0.04,0.92,-1.05,2.22,-0.07
19.677,0.08,-0.03,0.92,-1.05,2.21,-0.03
19.697,0.08,-0.03,0.92,-0.98,2.18,0.02
19.717,0.08,-0.03,0.92,-1.05,2.22,0
19.737,0.08,-0.04,0.92,-1.05,2.24,-0.05
19.757,0.08,-0.04,0.92,-1.02,2.21,-0.01
19.777,0.08,-0.04,0.92,-1.02,2.18,-0.05
19.798,0.08,-0.04,0.92,-0.98,2.25,0.02
19.817,0.08,-0.04,0.92,-1,2.31,0.05
19.837,0.08,-0.03,0.92,-1.06,2.23,0.02
19.857,0.08,-0.04,0.92,-1.06,2.21,-0.02
19.877,0.08,-0.04,0.91,-1.07,2.24,-0.06
19.897,0.08,-0.03,0.92,-1.13,2.22,0.02
19.917,0.08,-0.04,0.92,-1,2.31,-0.02
19.937,0.08,-0.03,0.92,-1.06,2.21,-0.02
19.957,0.08,-0.04,0.92,-1,2.17,0.02
19.977,0.08,-0.04,0.92,-1.03,2.18,-0.04
19.997,0.08,-0.04,0.92,-1,2.29,0.01
20.017,0.08,-0.04,0.92,-1,2.26,-0.01
20.037,0.08,-0.04,0.91,-1.03,2.19,-0.03
20.057,0.08,-0.03,0.92,-1.05,2.24,0.02
20.077,0.08,-0.04,0.92,-1,2.19,0.05
20.097,0.08,-0.03,0.92,-1.04,2.28,-0.01
20.117,0.08,-0.03,0.92,-1.06,2.24,-0.02
20.137,0.08,-0.04,0.92,-1.02,2.22,-0.02
20.157,0.08,-0.03,0.92,-1,2.25,0.04
20.177,0.08,-0.04,0.92,-1,2.27,0.02
20.197,0.08,-0.04,0.92,-0.99,2.21,-0.06
20.217,0.08,-0.04,0.92,-1.04,2.2,-0.08
20.237,0.08,-0.04,0.92,-0.98,2.2,-0.04
20.257,0.08,-0.03,0.92,-1.04,2.27,0.02
20.277,0.08,-0.03,0.92,-0.98,2.25,-0.04
20.297,0.08,-0.03,0.92,-1.02,2.21,0.02
20.317,0.08,-0.04,0.92,-1.09,2.17,0.03
20.337,0.08,-0.04,0.92,-1.05,2.23,0
20.357,0.08,-0.04,0.92,-1.07,2.19,-0.06
20.377,0.08,-0.03,0.92,-1,2.16,-0.02
20.397,0.08,-0.04,0.92,-0.98,2.26,0.05
20.417,0.08,-0.04,0.92,-1.02,2.26,-0.01
20.438,0.08,-0.04,0.92,-1.02,2.29,-0.02
20.457,0.08,-0.03,0.92,-1.02,2.26,-0.01
20.477,0.08,-0.04,0.92,-1,2.21,-0.08
20.497,0.08,-0.03,0.92,-1.08,2.23,-0.02
20.517,0.08,-0.03,0.92,-1.06,2.23,0
20.537,0.09,-0.03,0.92,-1.03,2.19,0.11
20.557,0.08,-0.03,0.92,-1.09,2.22,0
20.577,0.08,-0.03,0.92,-1.02,2.25,-0.08
20.597,0.08,-0.04,0.92,-1.06,2.29,0.05
20.617,0.08,-0.04,0.92,-1.13,2.19,-0.04
20.637,0.08,-0.04,0.92,-1.03,2.32,0
20.657,0.08,-0.03,0.92,-0.99,2.28,-0.01
20.677,0.08,-0.03,0.92,-0.98,2.34,0.02
20.697,0.08,-0.04,0.92,-0.99,2.23,0.02
20.717,0.08,-0.04,0.92,-1.07,2.26,0.04
20.737,0.08,-0.03,0.91,-0.99,2.38,-0.05
20.757,0.08,-0.04,0.92,-0.99,2.31,0.01
20.777,0.08,-0.03,0.92,-1.01,2.12,0.08
20.797,0.08,-0.04,0.92,-1.04,2.27,-0.04
20.817,0.08,-0.04,0.92,-0.99,2.29,-0.01
20.837,0.08,-0.03,0.92,-1.05,2.31,0.07
20.857,0.08,-0.03,0.92,-0.99,2.26,0
20.877,0.08,-0.03,0.92,-1,2.29,-0.02
20.897,0.08,-0.03,0.92,-1.03,2.27,0
20.917,0.08,-0.04,0.92,-1.06,2.3,-0.02
20.937,0.08,-0.04,0.92,-1.03,2.27,0.06
20.957,0.08,-0.03,0.92,-0.99,2.31,0.03
20.977,0.08,-0.04,0.91,-0.82,2.28,-0.05
20.997,0.08,-0.04,0.93,-0.96,2.56,-0.08
21.017,0.08,-0.03,0.92,-1.01,2.34,0.04
21.037,0.08,-0.03,0.92,-0.97,2.18,-0.04
21.057,0.08,-0.03,0.92,-1.07,2.02,0.01
21.078,0.08,-0.03,0.92,-1.08,2.08,-0.04
21.097,0.08,-0.03,0.92,-1.06,2.11,0.03
21.117,0.08,-0.03,0.91,-1.05,2.09,-0.02
21.137,0.08,-0.04,0.92,-1.08,2.11,0.05
21.157,0.08,-0.04,0.92,-1.07,2.21,0.01
21.177,0.08,-0.04,0.92,-1.09,2.24,-0.02
21.197,0.08,-0.04,0.92,-1.01,2.27,-0.04
21.217,0.08,-0.03,0.91,-1.03,2.24,-0.02
21.237,0.08,-0.03,0.92,-1.01,2.11,0
21.257,0.08,-0.03,0.92,-1.03,2.1,-0.01
21.277,0.08,-0.03,0.92,-1.07,2.15,-0.07
21.297,0.08,-0.04,0.92,-1.15,2.16,0
21.317,0.08,-0.04,0.92,-1.15,2.14,-0.08
21.337,0.08,-0.04,0.92,-1.09,2.25,-0.02
21.357,0.08,-0.04,0.92,-1.01,2.26,0.03
21.377,0.08,-0.04,0.92,-0.98,2.3,-0.03
21.397,0.08,-0.03,0.92,-0.99,2.31,-0.02
21.417,0.08,-0.04,0.92,-0.97,2.3,0.02
21.437,0.08,-0.04,0.92,-0.94,2.24,-0.02
21.457,0.08,-0.04,0.92,-0.99,2.27,0.05
21.477,0.08,-0.04,0.92,-1.01,2.22,-0.05
21.497,0.08,-0.03,0.92,-1.09,2.28,0
21.517,0.08,-0.04,0.92,-0.98,2.26,-0.03
21.537,0.08,-0.03,0.92,-1.04,2.21,-0.05
21.557,0.08,-0.04,0.92,-1.01,2.3,0.05
21.577,0.08,-0.03,0.92,-1.03,2.29,0.05
21.597,0.08,-0.04,0.91,-1.05,2.3,0
21.617,0.08,-0.04,0.92,-1.01,2.3,0
21.637,0.08,-0.03,0.92,-1.02,2.3,-0.01
21.657,0.08,-0.03,0.92,-0.92,2.29,0.03
21.677,0.08,-0.03,0.92,-1.05,2.18,0.02
21.697,0.08,-0.03,0.92,-1.02,2.13,-0.02
21.718,0.08,-0.04,0.92,-1.03,2.15,0.01
21.737,0.08,-0.03,0.91,-1,2.12,0.02
21.757,0.08,-0.03,0.92,-1.05,2.24,0.01
21.777,0.08,-0.03,0.92,-1.08,2.24,-0.03
21.797,0.08,-0.03,0.92,-1.04,2.22,0
21.817,0.08,-0.03,0.91,-1.03,2.23,-0.01
21.837,0.08,-0.03,0.92,-0.97,2.27,-0.02
21.857,0.08,-0.03,0.92,-1.06,2.3,0.02
21.877,0.08,-0.03,0.92,-1.03,2.25,-0.03
21.897,0.08,-0.04,0.92,-1.04,2.31,-0.02
21.917,0.08,-0.04,0.91,-1.05,2.11,-0.01
21.937,0.08,-0.04,0.92,-1.01,2.18,0.01
21.957,0.08,-0.03,0.92,-1.02,2.24,0.02
21.977,0.08,-0.03,0.92,-1.03,2.25,-0.01
21.997,0.08,-0.04,0.92,-1.01,2.2,-0.02
22.017,0.08,-0.03,0.92,-1.04,2.12,0.02
22.037,0.08,-0.04,0.92,-1.07,2.18,0.04
22.057,0.08,-0.03,0.92,-1.08,2.22,0
22.077,0.08,-0.03,0.92,-0.97,2.24,0.02
22.097,0.08,-0.03,0.92,-1.04,2.33,-0.05
22.117,0.08,-0.04,0.91,-1.01,2.26,-0.05
22.137,0.08,-0.04,0.92,-0.98,2.19,0.03
22.157,0.09,-0.03,0.92,-1.08,2.26,-0.04
22.177,0.08,-0.04,0.92,-1.02,2.32,-0.08
22.197,0.08,-0.04,0.92,-1.05,2.25,0.01
22.217,0.08,-0.04,0.92,-1,2.22,0
22.237,0.08,-0.03,0.92,-1.05,2.24,-0.02
22.257,0.08,-0.03,0.92,-1.05,2.21,-0.02
22.277,0.08,-0.03,0.92,-1.06,2.21,0.02
22.297,0.08,-0.04,0.92,-1,2.2,-0.04
22.317,0.08,-0.03,0.92,-1.01,2.28,0.01
22.337,0.08,-0.03,0.92,-1.02,2.27,-0.01
22.358,0.08,-0.04,0.92,-1,2.24,-0.05
22.377,0.08,-0.04,0.92,-1.11,2.24,0.03
22.397,0.08,-0.04,0.92,-1.06,2.22,-0.05
22.417,0.08,-0.04,0.92,-1.07,2.34,0.05
22.437,0.08,-0.03,0.92,-1.07,2.28,-0.07
22.457,0.08,-0.04,0.92,-1.04,2.26,-0.01
22.477,0.08,-0.04,0.92,-1.04,2.21,0.02
22.497,0.08,-0.04,0.92,-1.06,2.17,0.04
22.517,0.08,-0.03,0.92,-1.11,2.17,-0.03
22.537,0.08,-0.04,0.92,-1.03,2.23,0.03
22.557,0.08,-0.03,0.92,-1.09,2.21,-0.02
22.577,0.08,-0.04,0.92,-0.99,2.13,0
22.597,0.08,-0.03,0.92,-1.05,1.91,0.07
22.617,0.08,-0.04,0.92,-1.23,1.95,-0.11
22.637,0.08,-0.03,0.92,-1.04,2.09,0
22.657,0.08,-0.04,0.91,-1.08,2.15,0.07
22.677,0.08,-0.04,0.92,-1.04,2.4,-0.06
22.697,0.08,-0.04,0.92,-0.95,2.41,0.01
22.717,0.08,-0.04,0.92,-1,2.3,0.05
22.737,0.08,-0.03,0.92,-1.07,2.17,0.09
22.757,0.08,-0.04,0.92,-1.08,2.18,0.02
22.777,0.08,-0.03,0.92,-1.02,2.09,0.02
22.797,0.08,-0.04,0.92,-1,2.09,0.05
22.817,0.08,-0.03,0.92,-1.03,2.24,0.02
22.837,0.08,-0.03,0.92,-1.01,2.36,-0.02
22.857,0.08,-0.04,0.92,-0.99,2.34,-0.04
22.877,0.08,-0.04,0.92,-1,2.29,0.05
22.897,0.08,-0.03,0.92,-0.99,2.27,-0.02
22.917,0.08,-0.03,0.92,-1.01,2.21,-0.08
22.937,0.08,-0.03,0.92,-1.05,2.2,0
22.957,0.08,-0.03,0.92,-1.02,2.15,-0.02
22.977,0.08,-0.04,0.92,-1.02,2.11,0.03
22.998,0.08,-0.04,0.92,-1.09,2.2,-0.01
23.017,0.08,-0.03,0.92,-1.03,2.19,-0.02
23.037,0.08,-0.03,0.91,-1.11,2.21,0.02
23.057,0.08,-0.04,0.92,-1.02,2.16,0.02
23.077,0.08,-0.04,0.92,-1.04,2.29,0
23.097,0.08,-0.03,0.92,-1.03,2.19,-0.02
23.117,0.08,-0.03,0.92,-1.01,2.3,0
23.137,0.08,-0.03,0.91,-1.02,2.26,0.02
23.157,0.08,-0.03,0.92,-0.96,2.11,-0.03
23.177,0.08,-0.03,0.92,-1.06,2.28,-0.02
23.197,0.08,-0.04,0.92,-1.02,2.32,-0.07
23.217,0.08,-0.03,0.92,-0.99,2.34,0.1
23.237,0.08,-0.04,0.92,-0.99,2.3,0.02
23.257,0.08,-0.03,0.92,-1.03,2.19,-0.02
23.277,0.08,-0.04,0.92,-0.97,2.22,-0.02
23.297,0.08,-0.04,0.92,-1.02,2.28,-0.05
23.317,0.08,-0.04,0.92,-1,2.28,-0.04
23.337,0.08,-0.03,0.92,-1.02,2.2,-0.05
23.357,0.08,-0.04,0.92,-1.06,2.25,0.03
23.377,0.08,-0.04,0.92,-1,2.16,0.02
23.397,0.08,-0.03,0.92,-1.04,2.22,0.01
23.417,0.08,-0.03,0.92,-0.96,2.26,0.01
23.437,0.08,-0.04,0.92,-1.05,2.32,0.02
23.457,0.08,-0.03,0.92,-1.01,2.18,-0.03
23.477,0.08,-0.03,0.92,-1.05,2.18,-0.02
23.497,0.08,-0.03,0.92,-1.05,2.2,-0.02
23.517,0.08,-0.03,0.92,-0.98,2.17,-0.01
23.537,0.08,-0.04,0.92,-1.02,2.1,-0.05
23.557,0.08,-0.03,0.91,-1.04,2.36,0.01
23.577,0.08,-0.04,0.92,-1,2.3,0
23.597,0.08,-0.04,0.92,-0.99,2.31,0.02
23.617,0.08,-0.04,0.92,-0.95,2.34,0.01
23.638,0.08,-0.03,0.92,-1.02,2.25,-0.03
23.657,0.08,-0.03,0.92,-1.07,2.18,0.03
23.677,0.08,-0.04,0.92,-1.02,2.18,0.05
23.697,0.08,-0.03,0.92,-1.05,2.29,0.02
23.717,0.08,-0.04,0.92,-0.95,2.28,0.02
23.737,0.08,-0.04,0.92,-1.09,2.34,-0.01
23.757,0.08,-0.04,0.92,-1,2.36,-0.04
23.777,0.08,-0.04,0.92,-1.02,2.22,-0.06
23.797,0.08,-0.03,0.92,-1.02,2.24,0.03
23.817,0.08,-0.04,0.92,-0.99,2.13,-0.07
23.837,0.08,-0.03,0.92,-1.06,2.18,0.01
23.857,0.08,-0.03,0.92,-0.99,2.25,-0.02
23.877,0.08,-0.03,0.92,-0.98,2.3,-0.05
23.897,0.08,-0.03,0.92,-1.15,2.22,-0.03
23.917,0.08,-0.04,0.92,-0.99,2.25,0.03
23.937,0.08,-0.03,0.92,-1.05,2.12,-0.02
23.957,0.08,-0.04,0.92,-0.96,2.18,0.05
23.977,0.08,-0.03,0.92,-0.99,2.21,0.01
23.997,0.08,-0.03,0.92,-0.95,2.19,-0.02
24.017,0.08,-0.03,0.92,-1.03,2.19,-0.05
24.037,0.08,-0.04,0.91,-1.03,2.21,-0.03
24.057,0.08,-0.03,0.92,-1.04,2.21,-0.02
24.077,0.08,-0.04,0.92,-1.08,2.22,0.06
24.097,0.08,-0.04,0.92,-1.02,2.24,-0.05
24.117,0.08,-0.04,0.92,-1.01,2.31,0.05
24.137,0.08,-0.03,0.91,-1,2.23,0.02
24.157,0.08,-0.04,0.92,-0.99,2.25,-0.08
24.177,0.08,-0.04,0.92,-1.02,2.22,0.02
24.197,0.08,-0.04,0.92,-1.03,2.26,0.05
24.217,0.08,-0.04,0.92,-1.04,2.22,-0.02
24.237,0.08,-0.04,0.92,-1.07,2.24,0.02
24.257,0.08,-0.03,0.92,-1.02,2.27,0.11
24.278,0.08,-0.03,0.92,-1.01,2.33,-0.07
24.297,0.08,-0.04,0.92,-1.06,2.26,-0.02
24.317,0.08,-0.03,0.92,-1.02,2.24,-0.01
24.337,0.08,-0.03,0.92,-0.97,2.26,0.05
24.357,0.08,-0.04,0.92,-1.05,2.27,0
24.377,0.08,-0.04,0.92,-1.07,2.27,-0.02
24.397,0.08,-0.04,0.92,-1.06,2.29,0.01
24.417,0.08,-0.03,0.92,-1.05,2.21,-0.01
24.437,0.08,-0.03,0.92,-1.05,2.27,0.02
24.457,0.08,-0.04,0.92,-1,2.33,0.02
24.477,0.08,-0.04,0.92,-1.02,2.2,0.07
24.497,0.08,-0.04,0.92,-1.08,2.28,0.09
24.517,0.08,-0.03,0.91,-1.05,2.17,0.05
24.537,0.08,-0.03,0.92,-1.08,2.29,-0.05
24.557,0.08,-0.04,0.92,-1.05,2.27,0.01
24.577,0.08,-0.04,0.92,-1.05,2.25,0.03
24.597,0.08,-0.04,0.92,-1.02,2.21,-0.01
24.617,0.08,-0.04,0.92,-0.97,2.21,0.02
24.637,0.08,-0.04,0.92,-1.02,2.18,0.04
24.657,0.08,-0.04,0.92,-1.08,2.19,0.02
24.677,0.08,-0.04,0.92,-0.99,2.27,-0.05
24.697,0.08,-0.04,0.92,-0.98,2.26,0
24.717,0.08,-0.04,0.92,-1.05,2.27,0.04
24.737,0.08,-0.03,0.92,-1.08,2.24,-0.01
24.757,0.08,-0.04,0.92,-1.01,2.18,-0.02
24.777,0.08,-0.04,0.92,-1.05,2.24,-0.06
24.797,0.08,-0.04,0.92,-0.95,2.21,0.01
24.817,0.08,-0.04,0.92,-1.04,2.24,-0.04
24.837,0.08,-0.04,0.92,-0.98,2.27,0.04
24.857,0.08,-0.04,0.92,-1.06,2.23,-0.02
24.877,0.08,-0.03,0.92,-1.05,2.21,-0.02
24.897,0.08,-0.04,0.92,-1.11,2.15,-0.02
24.918,0.08,-0.04,0.92,-1.04,2.2,0.03
24.937,0.08,-0.04,0.92,-1.04,2.21,-0.01
24.957,0.08,-0.04,0.92,-1.02,2.21,0.04
24.977,0.08,-0.04,0.92,-1.07,2.19,0.05
24.997,0.08,-0.03,0.92,-1.05,2.21,-0.02
25.017,0.08,-0.03,0.92,-1.05,2.15,-0.02
25.037,0.08,-0.03,0.92,-1,2.28,0.03
25.057,0.08,-0.04,0.92,-1.04,2.15,-0.04
25.077,0.08,-0.04,0.92,-1.09,2.2,-0.02
25.097,0.08,-0.03,0.92,-1,2.26,-0.02
25.117,0.08,-0.03,0.92,-1.02,2.12,-0.02
25.137,0.08,-0.03,0.92,-1.06,2.2,-0.04
25.157,0.08,-0.03,0.92,-1.1,2.18,0.01
25.177,0.08,-0.03,0.92,-0.96,2.18,-0.05
25.197,0.08,-0.04,0.92,-1.03,2.15,0.05
25.217,0.08,-0.04,0.92,-1.02,2.24,-0.01
25.237,0.08,-0.04,0.92,-1.09,2.18,0.01
25.257,0.08,-0.03,0.92,-1.05,2.2,0.02
25.277,0.08,-0.03,0.92,-1.11,2.27,-0.03
25.297,0.08,-0.04,0.92,-0.98,2.31,0.01
25.317,0.08,-0.03,0.92,-1.03,2.18,-0.03
25.337,0.08,-0.03,0.92,-1.02,2.24,0.08
25.357,0.08,-0.04,0.92,-1.08,2.19,0.02
25.377,0.08,-0.03,0.92,-1.05,2.14,0.03
25.397,0.08,-0.03,0.92,-1.06,2.16,0.02
25.417,0.08,-0.03,0.92,-1.04,2.2,-0.02
25.437,0.08,-0.03,0.92,-1.04,2.24,0.01
25.457,0.08,-0.04,0.92,-1.06,2.17,-0.02
25.477,0.08,-0.03,0.92,-1.05,2.22,0.01
25.497,0.08,-0.04,0.92,-0.94,2.23,0.02
25.517,0.08,-0.04,0.92,-1.04,2.31,-0.03
25.537,0.08,-0.04,0.92,-0.98,2.18,0.01
25.558,0.08,-0.03,0.92,-0.99,2.27,0.01
25.577,0.08,-0.03,0.92,-1.01,2.27,0.02
25.597,0.08,-0.04,0.92,-0.98,2.21,0
25.617,0.08,-0.04,0.92,-1.09,2.19,0
25.637,0.08,-0.04,0.92,-1.03,2.18,0.05
25.657,0.08,-0.04,0.92,-0.97,2.23,0.02
25.677,0.08,-0.03,0.92,-1.01,2.18,-0.07
25.697,0.08,-0.03,0.92,-1.11,2.16,-0.07
25.717,0.08,-0.03,0.92,-1.03,2.18,0.05
25.737,0.08,-0.03,0.92,-1.08,2.24,-0.05
25.757,0.08,-0.04,0.92,-1.04,2.15,-0.02
25.777,0.08,-0.04,0.92,-1.07,2.24,0
25.797,0.08,-0.04,0.92,-1.01,2.23,0
25.817,0.08,-0.04,0.92,-1.04,2.25,0.02
25.837,0.08,-0.03,0.92,-1.02,2.18,-0.05
25.857,0.08,-0.04,0.92,-1.02,2.24,0
25.877,0.08,-0.04,0.92,-0.96,2.18,-0.02
25.897,0.08,-0.04,0.92,-1.04,2.23,0.04
25.917,0.08,-0.04,0.92,-1.03,2.21,0.05
25.937,0.08,-0.03,0.92,-1.08,2.3,0.01
25.957,0.08,-0.04,0.92,-0.95,2.25,0
25.977,0.08,-0.03,0.92,-1.03,2.22,0.02
25.997,0.08,-0.04,0.92,-1.1,2.22,0
26.017,0.08,-0.03,0.92,-1.04,2.22,0.08
26.037,0.08,-0.03,0.92,-1.02,2.27,-0.01
26.057,0.08,-0.04,0.92,-1.04,2.31,0.02
26.077,0.08,-0.03,0.92,-0.99,2.15,0.08
26.097,0.08,-0.04,0.92,-1.02,2.31,0.02
26.117,0.08,-0.03,0.92,-1.08,2.22,0.03
26.137,0.08,-0.04,0.92,-1.05,2.24,0.02
26.157,0.08,-0.04,0.92,-1.02,2.27,0
26.177,0.08,-0.04,0.92,-1.05,2.15,0
26.198,0.08,-0.03,0.92,-1.11,2.17,-0.06
26.217,0.08,-0.04,0.92,-1.08,2.18,-0.02
26.237,0.08,-0.03,0.92,-1.05,2.15,0.03
26.257,0.08,-0.03,0.91,-0.98,2.19,-0.03
26.277,0.08,-0.03,0.92,-1.06,2.23,0.05
26.297,0.08,-0.03,0.92,-1.02,2.25,0.08
26.317,0.08,-0.03,0.92,-1.08,2.24,0
26.337,0.08,-0.03,0.92,-1.03,2.31,0.06
26.357,0.08,-0.03,0.92,-1.05,2.27,-0.05
26.377,0.08,-0.03,0.92,-1.01,2.15,0.03
26.397,0.08,-0.04,0.91,-1.06,2.21,-0.02
26.417,0.08,-0.04,0.92,-1.05,2.22,-0.01
26.437,0.08,-0.03,0.92,-1.02,2.18,0.02
26.457,0.08,-0.04,0.92,-1.02,2.15,0.06
26.477,0.08,-0.04,0.92,-1,2.18,-0.02
26.497,0.08,-0.03,0.92,-1.06,2.3,0
26.517,0.08,-0.03,0.92,-1.06,2.19,-0.02
26.537,0.08,-0.03,0.91,-1.06,2.22,0.01
26.557,0.08,-0.04,0.92,-1,2.16,0.01
26.577,0.08,-0.04,0.92,-1.04,2.15,-0.05
26.597,0.08,-0.03,0.92,-1.03,2.23,0.04
26.617,0.08,-0.04,0.92,-1.06,2.22,0.04
26.637,0.08,-0.04,0.92,-1.01,2.25,0.07
26.657,0.08,-0.04,0.92,-1.04,2.27,-0.02
26.677,0.08,-0.04,0.92,-1.03,2.18,0
26.697,0.08,-0.04,0.92,-1.06,2.18,0.06
26.717,0.08,-0.03,0.92,-1.08,2.31,-0.02
26.737,0.08,-0.04,0.92,-1.05,2.22,-0.02
26.757,0.08,-0.04,0.92,-1.03,2.27,0.02
26.777,0.08,-0.04,0.91,-1.08,2.29,0.02
26.797,0.08,-0.03,0.92,-0.98,2.33,0
26.817,0.08,-0.03,0.92,-1,2.29,-0.03
26.838,0.09,-0.03,0.92,-1.02,2.18,0.01
26.857,0.08,-0.03,0.92,-1.03,2.18,-0.03
26.877,0.08,-0.04,0.92,-0.98,2.2,0.03
26.897,0.08,-0.04,0.92,-1.04,2.19,0
26.917,0.08,-0.04,0.92,-1.01,2.31,-0.02
26.937,0.08,-0.04,0.92,-0.99,2.26,0.03
26.957,0.08,-0.03,0.92,-1.1,2.19,0.02
26.977,0.08,-0.03,0.92,-1.05,2.18,0
26.997,0.08,-0.04,0.92,-1.02,2.15,-0.01
27.017,0.08,-0.04,0.92,-1.06,2.17,-0.01
27.037,0.08,-0.03,0.92,-1.02,2.25,0.02
27.057,0.08,-0.04,0.92,-1.05,2.15,-0.02
27.077,0.08,-0.03,0.92,-1.04,2.24,-0.02
27.097,0.08,-0.03,0.92,-0.96,2.27,-0.05
27.117,0.08,-0.04,0.92,-0.94,2.18,0.05
27.137,0.08,-0.03,0.92,-1,2.17,0.05
27.157,0.08,-0.03,0.92,-1.04,2.24,0.02
27.177,0.08,-0.03,0.92,-1,2.24,-0.01
27.197,0.08,-0.03,0.92,-1.04,2.18,0
27.217,0.08,-0.03,0.92,-0.99,2.18,0.02
27.237,0.08,-0.04,0.92,-1.03,2.26,-0.02
27.257,0.08,-0.04,0.92,-0.98,2.3,0.04
27.277,0.08,-0.03,0.92,-1.05,2.27,-0.02
27.297,0.08,-0.04,0.91,-1.02,2.21,0
27.317,0.08,-0.03,0.92,-1.05,2.21,-0.02
27.337,0.08,-0.04,0.92,-1.05,2.2,-0.01
27.357,0.08,-0.04,0.92,-1.01,2.27,0.05
27.377,0.08,-0.04,0.92,-1.05,2.18,-0.06
27.397,0.08,-0.04,0.92,-1.02,2.19,0.06
27.417,0.08,-0.03,0.92,-1.02,2.33,-0.01
27.437,0.08,-0.04,0.92,-1.02,2.2,-0.03
27.457,0.08,-0.04,0.92,-0.98,2.21,0.02
27.478,0.08,-0.04,0.92,-1.05,2.28,-0.02
27.497,0.08,-0.04,0.92,-1.06,2.25,-0.05
27.517,0.08,-0.03,0.92,-1.05,2.25,-0.02
27.537,0.08,-0.03,0.92,-1.08,2.27,0.03
27.557,0.08,-0.04,0.92,-1.03,2.21,-0.01
27.577,0.08,-0.03,0.92,-1.05,2.15,0
27.597,0.08,-0.03,0.92,-1.03,2.15,0
27.617,0.08,-0.03,0.92,-1.02,2.27,-0.01
27.637,0.08,-0.03,0.91,-1.02,2.26,-0.08
27.657,0.08,-0.04,0.92,-1.04,2.22,-0.01
27.677,0.08,-0.04,0.92,-0.99,2.24,0.05
27.697,0.08,-0.03,0.92,-0.97,2.29,0.03
27.717,0.08,-0.03,0.92,-1.01,2.25,-0.04
27.737,0.08,-0.04,0.92,-1.05,2.19,-0.02
27.757,0.08,-0.03,0.92,-1.08,2.21,-0.04
27.777,0.08,-0.04,0.92,-1.08,2.24,0.05
27.797,0.08,-0.04,0.92,-1.03,2.27,0.07
27.817,0.08,-0.04,0.92,-1.04,2.21,-0.02
27.837,0.08,-0.04,0.92,-1.04,2.31,-0.05
27.857,0.08,-0.03,0.92,-1.07,2.39,-0.02
27.877,0.08,-0.04,0.92,-1.02,2.27,0.02
27.897,0.08,-0.03,0.92,-0.97,2.23,-0.08
27.917,0.08,-0.04,0.92,-1.03,2.24,0.02
27.937,0.08,-0.04,0.92,-1,2.24,-0.02
27.957,0.08,-0.04,0.92,-1.06,2.24,0.03
27.977,0.08,-0.04,0.92,-1.04,2.31,0.01
27.997,0.08,-0.04,0.92,-0.99,2.14,0
28.017,0.08,-0.04,0.92,-1.02,2.26,-0.05
28.037,0.08,-0.04,0.92,-1.03,2.15,-0.06
28.057,0.08,-0.03,0.92,-1.01,2.18,-0.02
28.077,0.08,-0.03,0.92,-1.06,2.25,0
28.097,0.08,-0.03,0.92,-1.02,2.24,-0.01
28.118,0.08,-0.03,0.92,-1.07,2.26,0
28.137,0.08,-0.04,0.92,-1.05,2.28,0.06
28.157,0.08,-0.04,0.92,-1.07,2.3,-0.01
28.177,0.08,-0.04,0.92,-1,2.19,-0.02
28.197,0.08,-0.04,0.92,-1.06,2.18,0.02
28.217,0.08,-0.03,0.92,-1.07,2.16,-0.08
28.237,0.08,-0.03,0.92,-1.11,2.23,-0.03
28.257,0.08,-0.04,0.92,-1.06,2.24,0
28.277,0.08,-0.04,0.91,-1.01,2.11,0
28.297,0.08,-0.04,0.92,-1.01,2.21,0.04
28.317,0.08,-0.04,0.92,-1.02,2.18,-0.02
28.337,0.08,-0.03,0.92,-1.02,2.18,0.03
28.357,0.08,-0.03,0.92,-1.05,2.21,0
28.377,0.08,-0.04,0.92,-1.08,2.15,-0.01
28.397,0.08,-0.03,0.91,-0.95,2.22,0.02
28.417,0.08,-0.03,0.91,-1.07,2.19,0.02
28.437,0.08,-0.03,0.92,-0.99,2.18,-0.06
28.457,0.08,-0.04,0.92,-0.99,2.27,0
28.477,0.08,-0.04,0.92,-1.08,2.2,0.02
28.497,0.08,-0.04,0.92,-0.98,2.21,0.04
28.517,0.08,-0.03,0.92,-0.94,2.27,-0.02
28.537,0.08,-0.04,0.92,-1.14,2.2,0.04
28.557,0.08,-0.03,0.92,-1.04,2.15,0.05
28.577,0.08,-0.04,0.92,-1.08,2.19,-0.02
28.597,0.08,-0.03,0.92,-0.98,2.25,0
28.617,0.08,-0.03,0.92,-0.99,2.16,-0.04
28.637,0.08,-0.04,0.92,-1.08,2.28,0.03
28.657,0.08,-0.03,0.92,-0.96,2.16,0.06
28.677,0.08,-0.04,0.92,-1.04,2.19,-0.04
28.697,0.08,-0.03,0.92,-1,2.21,-0.04
28.717,0.08,-0.03,0.92,-1.06,2.23,-0.06
28.737,0.08,-0.04,0.92,-1.13,2.22,-0.01
28.758,0.08,-0.03,0.92,-1.02,2.24,-0.04
28.777,0.08,-0.04,0.91,-0.96,2.2,0.02
28.797,0.08,-0.03,0.92,-1.1,2.18,0.06
28.817,0.08,-0.03,0.92,-1.05,2.13,0.02
28.837,0.08,-0.03,0.92,-1.01,2.16,-0.02
28.857,0.08,-0.04,0.92,-0.99,2.23,0.02
28.877,0.08,-0.03,0.92,-1.05,2.18,0
28.897,0.08,-0.03,0.92,-1,2.2,-0.02
