ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
47.437,0.08,-0.04,0.92,-1.04,2.28,0.02
47.457,0.08,-0.04,0.91,-1.02,2.21,-0.05
47.477,0.08,-0.04,0.92,-1.05,2.24,0.02
47.497,0.08,-0.03,0.92,-1.04,2.23,0.02
47.517,0.08,-0.04,0.92,-1.05,2.11,-0.01
47.537,0.08,-0.04,0.92,-0.95,2.2,-0.01
47.557,0.08,-0.04,0.92,-0.98,2.22,-0.02
47.577,0.08,-0.04,0.92,-1.02,2.21,0.03
47.597,0.08,-0.04,0.92,-1.03,2.19,-0.02
47.617,0.08,-0.04,0.92,-1.05,2.24,0.01
47.637,0.08,-0.04,0.92,-1.05,2.21,-0.05
47.657,0.08,-0.03,0.92,-1.01,2.19,0
47.677,0.08,-0.04,0.92,-1.02,2.23,-0.03
47.697,0.08,-0.04,0.92,-1.06,2.25,-0.01
47.717,0.08,-0.04,0.92,-1.02,2.19,0.02
47.737,0.08,-0.03,0.92,-1.08,2.27,0.05
47.757,0.08,-0.03,0.91,-1.08,2.31,-0.01
47.777,0.08,-0.03,0.92,-1,2.23,-0.01
47.797,0.08,-0.03,0.92,-1.04,2.22,0.05
47.817,0.08,-0.04,0.92,-1.02,2.17,0.02
47.837,0.08,-0.04,0.92,-1.05,2.19,-0.04
47.857,0.08,-0.03,0.92,-1,2.25,0.02
47.877,0.08,-0.04,0.92,-1.05,2.27,0.01
47.897,0.08,-0.03,0.92,-1.04,2.15,-0.02
47.917,0.08,-0.04,0.92,-1.12,2.2,-0.04
47.937,0.08,-0.04,0.92,-1.04,2.24,0
47.958,0.08,-0.03,0.92,-1.11,2.24,-0.06
47.977,0.08,-0.03,0.92,-1.01,2.15,0
47.997,0.08,-0.03,0.92,-1.03,2.22,0
48.017,0.08,-0.04,0.92,-1.06,2.15,0.04
48.037,0.08,-0.04,0.92,-1,2.18,0
48.057,0.08,-0.04,0.92,-0.99,2.14,-0.02
48.077,0.08,-0.03,0.92,-1.01,2.13,-0.01
48.097,0.08,-0.04,0.92,-0.99,2.16,0.02
48.117,0.08,-0.04,0.92,-1.07,2.18,0.02
48.137,0.08,-0.04,0.92,-1.02,2.15,0.03
48.157,0.08,-0.04,0.92,-1.02,2.1,0.01
48.177,0.08,-0.04,0.92,-1.03,2.19,0.04
48.197,0.09,-0.04,0.92,-1.07,2.21,-0.02
48.217,0.08,-0.03,0.92,-1.04,2.22,-0.01
48.237,0.08,-0.04,0.92,-1.07,2.31,0.02
48.257,0.08,-0.04,0.92,-0.94,2.21,-0.06
48.277,0.08,-0.03,0.92,-1.02,2.22,0
48.297,0.08,-0.03,0.92,-1.05,2.23,0.02
48.317,0.08,-0.04,0.92,-1.02,2.26,-0.02
48.337,0.08,-0.04,0.92,-0.98,2.22,0.04
48.357,0.08,-0.04,0.92,-1.05,2.11,-0.03
48.377,0.08,-0.04,0.92,-1.12,2.18,-0.01
48.397,0.08,-0.04,0.92,-1.06,2.24,0
48.417,0.08,-0.04,0.92,-1.05,2.24,0.02
48.437,0.08,-0.04,0.91,-1.06,2.28,0.02
48.457,0.08,-0.04,0.92,-1,2.22,-0.02
48.477,0.08,-0.04,0.92,-1.05,2.19,-0.03
48.497,0.08,-0.03,0.92,-0.97,2.13,0.02
48.517,0.08,-0.03,0.92,-1.02,2.02,0.02
48.537,0.08,-0.03,0.92,-1.02,2.33,0.02
48.557,0.08,-0.04,0.92,-1.03,2.44,-0.01
48.577,0.08,-0.04,0.92,-0.98,2.24,0.02
48.598,0.08,-0.04,0.92,-1.04,2.2,0.05
48.617,0.08,-0.04,0.92,-1.05,2.24,-0.05
48.637,0.08,-0.04,0.92,-0.98,2.23,-0.04
48.657,0.08,-0.03,0.92,-1.05,2.22,0.02
48.677,0.08,-0.04,0.91,-1.07,2.15,-0.05
48.697,0.08,-0.04,0.92,-1.01,2.19,-0.04
48.717,0.08,-0.03,0.92,-0.96,2.13,0
48.737,0.08,-0.04,0.92,-0.99,2.17,-0.03
48.757,0.08,-0.04,0.92,-0.94,1.96,-0.06
48.777,0.08,-0.04,0.92,-0.98,2.04,-0.04
48.797,0.08,-0.04,0.92,-1.04,2.2,-0.02
48.817,0.08,-0.04,0.92,-1.01,2.31,-0.05
48.837,0.08,-0.03,0.91,-1.02,2.28,-0.01
48.857,0.08,-0.03,0.92,-1.12,2.54,0.04
48.877,0.08,-0.04,0.92,-1.02,2.53,-0.02
48.897,0.08,-0.04,0.92,-0.98,2.5,0.04
48.917,0.08,-0.04,0.92,-0.92,2.26,-0.06
48.937,0.08,-0.03,0.92,-0.99,2.18,-0.02
48.957,0.08,-0.04,0.92,-1.05,2.01,0.02
48.977,0.08,-0.04,0.92,-1.09,1.95,0.04
48.997,0.08,-0.04,0.92,-0.97,2.22,-0.03
49.017,0.08,-0.04,0.92,-1,2.29,0.01
49.037,0.08,-0.04,0.92,-1.04,2.3,-0.01
49.057,0.08,-0.04,0.92,-1.02,2.19,0.02
49.077,0.08,-0.04,0.92,-1.05,2.23,0.02
49.097,0.08,-0.04,0.92,-1.08,2.11,0.03
49.117,0.08,-0.04,0.92,-1.05,2.08,0.04
49.137,0.08,-0.04,0.92,-1.08,2.05,0.01
49.157,0.08,-0.04,0.92,-1.06,2.27,0.04
49.177,0.08,-0.04,0.92,-1.05,2.21,-0.01
49.197,0.08,-0.04,0.91,-1.12,2.2,-0.04
49.217,0.08,-0.04,0.92,-1.08,2.11,0.02
49.238,0.08,-0.04,0.92,-1.04,2.25,-0.03
49.257,0.08,-0.03,0.92,-1.08,2.17,-0.03
49.277,0.08,-0.04,0.92,-1.03,2.19,-0.01
49.297,0.08,-0.04,0.92,-1.05,2.27,0.02
49.317,0.08,-0.03,0.92,-1.07,2.11,-0.01
49.337,0.08,-0.03,0.92,-1.06,2.18,0
49.357,0.08,-0.04,0.92,-1.03,2.15,-0.02
49.377,0.08,-0.04,0.92,-1.04,2.16,-0.03
49.397,0.08,-0.03,0.92,-1.11,2.15,0
49.417,0.08,-0.04,0.92,-1.05,2.2,-0.03
49.437,0.08,-0.03,0.92,-0.98,2.2,-0.02
49.457,0.08,-0.03,0.92,-1.11,2.18,-0.01
49.477,0.08,-0.04,0.92,-1.07,2.18,-0.08
49.497,0.08,-0.03,0.92,-1.01,2.16,-0.12
49.517,0.08,-0.04,0.92,-0.96,2.26,-0.05
49.537,0.08,-0.04,0.92,-1.03,2.24,-0.03
49.557,0.08,-0.04,0.92,-1.02,2.23,0.03
49.577,0.08,-0.04,0.92,-1.02,2.19,0.01
49.597,0.08,-0.03,0.92,-1.08,2.26,-0.03
49.617,0.08,-0.04,0.92,-1.02,2.37,-0.05
49.637,0.08,-0.04,0.92,-1.02,2.35,-0.01
49.657,0.08,-0.04,0.92,-1.08,2.25,0.01
49.677,0.08,-0.04,0.92,-1.08,2.21,0.02
49.697,0.08,-0.03,0.92,-1.02,2.21,0.05
49.717,0.08,-0.03,0.92,-1.01,2.24,-0.03
49.737,0.08,-0.04,0.92,-1.05,2.32,-0.02
49.757,0.08,-0.04,0.92,-1.05,2.24,-0.02
49.777,0.08,-0.04,0.92,-1.06,2.15,0.04
49.797,0.08,-0.04,0.92,-0.95,2.23,0.03
49.817,0.08,-0.04,0.92,-0.92,2.16,-0.06
49.837,0.08,-0.03,0.92,-1,2.15,-0.05
49.857,0.08,-0.04,0.92,-1.08,2.15,-0.07
49.878,0.08,-0.03,0.92,-0.95,2.23,-0.04
49.897,0.08,-0.03,0.92,-1.03,2.16,-0.03
49.917,0.08,-0.03,0.91,-1.05,2.25,0.05
49.937,0.08,-0.03,0.92,-1.11,2.21,0.02
49.957,0.08,-0.03,0.92,-1.04,2.23,0.04
49.977,0.08,-0.04,0.92,-1.05,2.18,0
49.997,0.08,-0.04,0.92,-1.06,2.22,-0.03
50.017,0.08,-0.04,0.92,-1.08,2.32,0.02
50.037,0.08,-0.04,0.92,-1.11,2.15,0.07
50.057,0.08,-0.04,0.92,-1.05,2.22,-0.02
50.077,0.08,-0.03,0.92,-1.02,2.13,-0.03
50.097,0.08,-0.04,0.92,-1.03,2.17,0
50.117,0.08,-0.04,0.91,-1.09,2.15,0.06
50.137,0.08,-0.03,0.92,-1.05,2.24,0.04
50.157,0.08,-0.03,0.92,-1.06,2.24,-0.03
50.177,0.08,-0.04,0.92,-0.97,2.18,-0.11
50.197,0.08,-0.04,0.92,-1.03,2.18,0.04
50.217,0.08,-0.03,0.92,-1.02,2.18,-0.02
50.237,0.08,-0.04,0.92,-1.02,2.15,0
50.257,0.08,-0.03,0.92,-1.03,2.18,0
50.277,0.08,-0.03,0.92,-0.96,2.2,-0.02
50.297,0.08,-0.04,0.92,-0.99,2.15,0.07
50.317,0.08,-0.04,0.92,-1.02,2.21,-0.07
50.337,0.08,-0.03,0.92,-1.05,2.31,-0.02
50.357,0.08,-0.04,0.92,-0.99,2.27,0.02
50.377,0.08,-0.04,0.92,-1.02,2.21,0
50.397,0.08,-0.03,0.92,-1.04,2.16,0.03
50.417,0.08,-0.03,0.92,-1.02,2.21,-0.01
50.437,0.08,-0.04,0.92,-1.07,2.26,-0.04
50.457,0.08,-0.03,0.92,-1.08,2.26,0
50.477,0.08,-0.03,0.92,-0.99,2.21,0.02
50.497,0.08,-0.04,0.92,-1.02,2.21,0.04
50.518,0.08,-0.03,0.91,-1.05,2.18,0
50.537,0.08,-0.04,0.92,-0.95,2.21,0.02
50.557,0.08,-0.03,0.92,-1.06,2.24,-0.02
50.577,0.08,-0.04,0.92,-1.06,2.22,0.03
50.597,0.08,-0.04,0.91,-1.06,2.18,0.02
50.617,0.08,-0.04,0.92,-0.98,2.18,0
50.637,0.08,-0.03,0.92,-1,2.16,0
50.657,0.08,-0.04,0.92,-1.05,2.21,-0.01
50.677,0.08,-0.03,0.92,-1.07,2.15,0.01
50.697,0.08,-0.04,0.92,-1.11,2.25,0.05
50.717,0.08,-0.04,0.92,-0.99,2.33,0.01
50.737,0.08,-0.04,0.92,-1.05,2.3,0.03
50.757,0.08,-0.04,0.92,-1.07,2.16,-0.06
50.777,0.08,-0.04,0.92,-1.08,2,-0.02
50.797,0.08,-0.04,0.92,-1.1,1.99,-0.02
50.817,0.08,-0.04,0.92,-1.04,1.99,0
50.837,0.08,-0.04,0.92,-1.01,1.95,-0.03
50.857,0.08,-0.04,0.92,-1.08,2.01,0.02
50.877,0.08,-0.03,0.92,-1.02,2.05,-0.02
50.897,0.08,-0.04,0.92,-1.05,2.29,0.02
50.917,0.08,-0.04,0.92,-1.06,2.31,-0.07
50.937,0.08,-0.04,0.92,-1.02,2.15,-0.02
50.957,0.08,-0.03,0.92,-1,2.05,0.01
50.977,0.08,-0.03,0.92,-0.98,2.24,-0.04
50.997,0.08,-0.04,0.92,-0.89,2.48,-0.02
51.017,0.08,-0.04,0.92,-1.02,2.38,0
51.037,0.08,-0.03,0.91,-0.98,2.08,-0.04
51.057,0.08,-0.04,0.92,-0.98,2.11,-0.02
51.077,0.08,-0.04,0.92,-1.02,2.18,0
51.097,0.08,-0.04,0.92,-1,2.18,0.02
51.117,0.08,-0.04,0.92,-1.01,2.15,0.05
51.137,0.08,-0.03,0.92,-0.98,2.19,-0.02
51.158,0.08,-0.04,0.92,-1.05,2.24,0.04
51.177,0.08,-0.04,0.92,-0.98,2.25,-0.08
51.197,0.08,-0.04,0.92,-1,2.21,0.02
51.217,0.08,-0.03,0.92,-0.98,2.2,0.01
51.237,0.08,-0.04,0.92,-1.02,2.18,-0.02
51.257,0.08,-0.04,0.92,-1.01,2.11,0
51.277,0.08,-0.04,0.92,-1.01,2.15,-0.02
51.297,0.08,-0.04,0.92,-1.05,2.2,0.01
51.317,0.08,-0.03,0.92,-1.04,2.22,0.08
51.337,0.08,-0.04,0.92,-1.07,2.24,0.01
51.357,0.08,-0.04,0.92,-1,2.11,-0.02
51.377,0.08,-0.04,0.92,-1.08,2.11,-0.01
51.397,0.08,-0.03,0.92,-1.03,2.23,0.02
51.417,0.08,-0.04,0.92,-0.99,2.24,-0.01
51.437,0.08,-0.04,0.92,-1.02,2.27,0.04
51.457,0.08,-0.04,0.92,-1.02,2.27,-0.03
51.477,0.08,-0.03,0.92,-1.02,2.37,0.02
51.497,0.08,-0.03,0.92,-1.05,2.34,0.01
51.517,0.08,-0.04,0.92,-1.05,2.23,0
51.537,0.08,-0.04,0.92,-1.06,2.18,0.08
51.557,0.08,-0.04,0.92,-0.99,2.21,-0.01
51.577,0.08,-0.03,0.92,-1.03,2.15,-0.05
51.597,0.08,-0.03,0.92,-1.01,2.19,0.03
51.617,0.08,-0.04,0.92,-1.11,2.22,-0.05
51.637,0.08,-0.04,0.92,-1.03,2.16,-0.08
51.657,0.08,-0.03,0.92,-1,2.3,0
51.677,0.08,-0.03,0.92,-1,2.2,0.07
51.697,0.08,-0.03,0.92,-1,2.04,-0.01
51.717,0.08,-0.04,0.92,-1.07,1.99,-0.02
51.737,0.08,-0.04,0.92,-1,2.18,-0.04
51.757,0.08,-0.03,0.92,-1.06,2.15,0.04
51.777,0.08,-0.04,0.91,-0.98,2.23,0.02
51.798,0.08,-0.03,0.92,-1.02,2.24,0
51.817,0.08,-0.04,0.92,-1.09,2.1,0.02
51.837,0.08,-0.04,0.92,-1.02,2.19,0.02
51.857,0.08,-0.04,0.92,-1,2.19,0.05
51.877,0.08,-0.03,0.92,-1,2.15,0
51.897,0.08,-0.04,0.92,-1.03,2.18,0.03
51.917,0.08,-0.04,0.92,-1.08,2.13,-0.02
51.937,0.08,-0.04,0.92,-1.07,2.13,0.02
51.957,0.08,-0.03,0.92,-1.02,2.12,-0.01
51.977,0.08,-0.03,0.92,-1.02,2.21,-0.03
51.997,0.08,-0.04,0.92,-1.06,2.28,-0.01
52.017,0.08,-0.04,0.92,-0.95,2.31,-0.05
52.037,0.08,-0.03,0.91,-1.02,2.1,0.05
52.057,0.08,-0.04,0.92,-1.02,2.19,-0.02
52.077,0.08,-0.03,0.92,-1.01,2.19,0.01
52.097,0.08,-0.04,0.92,-1.04,2.21,-0.02
52.117,0.08,-0.04,0.92,-1.03,2.25,0.02
52.137,0.08,-0.04,0.92,-0.99,2.31,0.01
52.157,0.08,-0.03,0.92,-1.03,2.25,0.03
52.177,0.08,-0.03,0.92,-1.08,2.24,0.05
52.197,0.08,-0.04,0.92,-1.05,2.19,-0.05
52.217,0.08,-0.04,0.92,-1,2.3,0.05
52.237,0.08,-0.04,0.92,-1.01,2.23,0
52.257,0.08,-0.04,0.92,-1.01,2.19,0.05
52.277,0.08,-0.04,0.92,-1.02,2.08,-0.02
52.297,0.08,-0.04,0.91,-1.03,2.18,-0.02
52.317,0.08,-0.04,0.92,-1.07,2.14,-0.04
52.337,0.08,-0.03,0.92,-1.05,2.12,-0.02
52.357,0.08,-0.03,0.92,-1.07,2.24,-0.01
52.377,0.08,-0.03,0.92,-1.02,2.14,0.06
52.397,0.09,-0.04,0.92,-1.05,2.15,0.02
52.417,0.08,-0.03,0.92,-0.95,2.05,-0.02
52.438,0.08,-0.04,0.92,-1.03,2.08,0.08
52.457,0.08,-0.03,0.92,-0.98,2.21,-0.02
52.477,0.08,-0.04,0.92,-1.05,2.32,-0.01
52.497,0.08,-0.04,0.92,-1.08,2.34,-0.02
52.517,0.08,-0.04,0.92,-0.99,2.34,0.03
52.537,0.08,-0.03,0.92,-1.05,2.28,-0.01
52.557,0.08,-0.03,0.92,-1.05,2.11,0.05
52.577,0.08,-0.03,0.92,-1.03,2.21,0.03
52.597,0.08,-0.04,0.92,-1.03,2.27,0.05
52.617,0.08,-0.04,0.92,-1.01,2.27,0.01
52.637,0.08,-0.03,0.92,-1,2.24,0.06
52.657,0.08,-0.03,0.92,-0.99,2.24,0.01
52.677,0.08,-0.04,0.92,-1.02,2.15,-0.04
52.697,0.08,-0.04,0.92,-1.04,2.22,0.03
52.717,0.08,-0.04,0.92,-1.05,2.2,0.05
52.737,0.08,-0.04,0.92,-1.01,2.24,-0.02
52.757,0.08,-0.04,0.92,-1.02,2.24,0.01
52.777,0.08,-0.03,0.92,-1.04,2.21,0.03
52.797,0.08,-0.04,0.92,-1.06,2.18,0
52.817,0.08,-0.04,0.92,-1,2.23,-0.01
52.837,0.08,-0.03,0.92,-1.02,2.28,0.05
52.857,0.08,-0.03,0.92,-1.06,2.21,-0.01
52.877,0.08,-0.04,0.92,-1.05,2.11,-0.02
52.897,0.08,-0.04,0.92,-1,2.24,0.02
52.917,0.08,-0.04,0.92,-1.02,2.15,0.03
52.937,0.08,-0.03,0.91,-1.02,2.09,-0.07
52.957,0.08,-0.03,0.92,-1.05,2.07,-0.02
52.977,0.08,-0.04,0.92,-1.06,2.17,-0.01
52.997,0.08,-0.04,0.92,-1.01,2.17,0
53.017,0.08,-0.04,0.92,-1.03,2.23,-0.02
53.037,0.08,-0.03,0.92,-0.99,2.12,-0.02
53.057,0.08,-0.04,0.92,-0.99,2.21,0
53.078,0.08,-0.04,0.92,-1.02,2.19,-0.09
53.097,0.08,-0.04,0.92,-0.99,2.31,-0.03
53.117,0.08,-0.04,0.92,-0.97,2.31,-0.05
53.137,0.08,-0.03,0.92,-1.05,2.15,0.05
53.157,0.08,-0.03,0.92,-1.02,2.21,0.01
53.177,0.08,-0.03,0.92,-1.04,2.21,-0.05
53.197,0.08,-0.04,0.92,-1.06,2.19,-0.02
53.217,0.08,-0.03,0.92,-0.97,2.23,0.03
53.237,0.08,-0.04,0.92,-1.02,2.21,-0.01
53.257,0.08,-0.04,0.92,-1.05,2.24,0.02
53.277,0.09,-0.03,0.92,-1.05,2.15,0.1
53.297,0.08,-0.03,0.92,-0.95,2.21,0
53.317,0.08,-0.03,0.92,-0.98,2.29,0.05
53.337,0.08,-0.04,0.92,-1.01,2.26,-0.02
53.357,0.08,-0.04,0.92,-1.04,2.2,-0.03
53.377,0.08,-0.04,0.92,-1.03,2.21,0.02
53.397,0.08,-0.04,0.92,-1.02,2.25,-0.03
53.417,0.08,-0.03,0.92,-1.01,2.27,0.05
53.437,0.08,-0.03,0.92,-0.99,2.24,0.01
53.457,0.08,-0.04,0.92,-1.08,2.21,-0.02
53.477,0.08,-0.04,0.92,-1.08,2.21,-0.03
53.497,0.08,-0.03,0.92,-1.01,2.18,-0.01
53.517,0.08,-0.04,0.92,-1.06,2.18,-0.02
53.537,0.08,-0.03,0.92,-0.97,2.24,-0.02
53.557,0.08,-0.04,0.92,-1.07,2.16,-0.01
53.577,0.08,-0.04,0.92,-1.04,2.14,0
53.597,0.08,-0.04,0.92,-1.05,2.17,0.03
53.617,0.08,-0.03,0.92,-1.05,2.12,0
53.637,0.08,-0.04,0.92,-1.02,2.15,-0.04
53.657,0.08,-0.04,0.92,-1.02,2.31,0.05
53.677,0.08,-0.04,0.92,-1.02,2.23,0
53.697,0.08,-0.04,0.92,-1.02,2.13,0.01
53.718,0.08,-0.03,0.92,-1.09,2.21,0.02
53.737,0.08,-0.04,0.92,-1.01,2.15,-0.03
53.757,0.08,-0.04,0.92,-1.05,2.17,0.02
53.777,0.08,-0.03,0.92,-1.02,2.18,-0.01
53.797,0.08,-0.03,0.92,-0.98,2.15,-0.02
53.817,0.08,-0.03,0.92,-1.06,2.25,0
53.837,0.08,-0.04,0.92,-1.1,2.11,0.01
53.857,0.08,-0.03,0.92,-1.05,2.26,-0.03
53.877,0.08,-0.03,0.92,-1.08,2.34,0.01
53.897,0.08,-0.03,0.92,-1.09,2.17,0.05
53.917,0.08,-0.04,0.92,-1.01,2.15,0.06
53.937,0.08,-0.04,0.92,-1.07,2.16,-0.01
53.957,0.08,-0.04,0.92,-1.02,2.23,0.04
53.977,0.08,-0.04,0.92,-1.02,2.22,-0.01
53.997,0.08,-0.03,0.92,-1.06,2.21,0.02
54.017,0.08,-0.03,0.92,-1.05,2.22,0.08
54.037,0.08,-0.04,0.92,-0.98,2.24,0.02
54.057,0.08,-0.04,0.92,-0.98,2.23,0.02
54.077,0.08,-0.04,0.92,-1.06,2.23,0.08
54.097,0.08,-0.04,0.92,-1.03,2.27,-0.02
54.117,0.08,-0.04,0.92,-1.06,2.29,-0.04
54.137,0.08,-0.04,0.92,-1.02,2.17,0.01
54.157,0.08,-0.04,0.92,-1.02,2.18,0.03
54.177,0.08,-0.03,0.92,-1.04,2.21,-0.05
54.197,0.08,-0.04,0.92,-0.95,2.18,-0.05
54.217,0.08,-0.04,0.92,-1.07,2.15,-0.05
54.237,0.08,-0.03,0.92,-1.01,2.2,0.01
54.257,0.08,-0.04,0.92,-1.02,2.08,0.01
54.277,0.08,-0.04,0.92,-0.99,2.18,0.04
54.297,0.08,-0.04,0.92,-1.01,2.24,0.02
54.317,0.08,-0.04,0.92,-1.05,2.25,0.03
54.337,0.08,-0.04,0.92,-1.08,2.27,0.07
54.358,0.08,-0.04,0.92,-1.06,2.19,-0.01
54.377,0.08,-0.04,0.91,-1.05,2.18,0.02
54.397,0.08,-0.04,0.92,-1.08,2.21,0.04
54.417,0.08,-0.04,0.92,-1.02,2.19,0.02
54.437,0.08,-0.04,0.92,-1.02,2.16,-0.05
54.457,0.08,-0.04,0.92,-1.04,2.09,-0.04
54.477,0.08,-0.04,0.92,-1.07,2.13,-0.01
54.497,0.08,-0.04,0.92,-1.02,2.2,0
54.517,0.08,-0.03,0.92,-1.08,2.16,0.02
54.537,0.08,-0.03,0.92,-1.05,2.11,-0.02
54.557,0.08,-0.04,0.92,-1.03,2.18,0.05
54.577,0.08,-0.04,0.92,-1.08,2.21,-0.01
54.597,0.08,-0.04,0.92,-0.99,2.19,0.03
54.617,0.08,-0.03,0.92,-1.05,2.17,-0.01
54.637,0.08,-0.04,0.92,-1.05,2.23,0.03
54.657,0.08,-0.03,0.92,-1.02,2.25,0.02
54.677,0.08,-0.04,0.92,-1.05,2.2,-0.01
54.697,0.08,-0.04,0.92,-1.13,2.1,0
54.717,0.08,-0.03,0.92,-0.96,2.16,-0.02
54.737,0.08,-0.03,0.92,-1.08,2.12,-0.05
54.757,0.08,-0.04,0.92,-1.05,2.18,0
54.777,0.08,-0.04,0.92,-0.97,2.18,-0.02
54.797,0.08,-0.03,0.92,-1.06,2.2,0.05
54.817,0.08,-0.03,0.92,-0.98,2.24,0
54.837,0.08,-0.03,0.92,-1,2.21,-0.01
54.857,0.08,-0.04,0.92,-1.02,2.25,0.04
54.877,0.08,-0.04,0.92,-1.05,2.19,0
54.897,0.08,-0.03,0.92,-1.02,2.18,-0.02
54.917,0.08,-0.04,0.92,-1.08,2.21,0.02
54.937,0.08,-0.04,0.92,-0.95,2.18,0.03
54.957,0.08,-0.04,0.92,-1.05,2.11,-0.02
54.977,0.08,-0.04,0.92,-1.02,2.15,0.03
54.998,0.08,-0.04,0.92,-1.03,2.08,-0.02
55.017,0.08,-0.03,0.92,-1,2.19,0.05
55.037,0.08,-0.03,0.92,-1.01,2.16,-0.02
55.057,0.08,-0.04,0.92,-1,2.16,0.06
55.077,0.08,-0.04,0.92,-1.07,2.14,-0.05
55.097,0.08,-0.04,0.92,-1.02,2.2,0.1
55.117,0.08,-0.04,0.92,-1.02,2.14,-0.03
55.137,0.08,-0.04,0.92,-1.05,2.15,-0.02
55.157,0.08,-0.04,0.92,-1.01,2.12,-0.04
55.177,0.08,-0.03,0.92,-1.05,2.2,-0.05
55.197,0.08,-0.03,0.92,-1.02,2.18,0.03
55.217,0.08,-0.03,0.92,-0.98,2.12,0.04
55.237,0.08,-0.04,0.92,-1.05,2.18,0.08
55.257,0.08,-0.03,0.92,-1,2.15,-0.04
55.277,0.08,-0.04,0.92,-1.05,2.21,-0.02
55.297,0.08,-0.04,0.92,-1.07,2.21,-0.02
55.317,0.08,-0.03,0.92,-1.01,2.18,0.05
55.337,0.08,-0.04,0.92,-1.03,2.17,-0.02
55.357,0.08,-0.04,0.92,-1.02,2.15,0.05
55.377,0.08,-0.04,0.92,-1,2.13,0.03
55.397,0.08,-0.03,0.92,-1.08,2.17,-0.01
55.417,0.08,-0.03,0.92,-0.95,2.27,-0.04
55.437,0.08,-0.04,0.91,-1,2.18,-0.01
55.457,0.08,-0.04,0.92,-1.07,2.18,-0.04
55.477,0.08,-0.04,0.92,-0.97,2.16,-0.01
55.497,0.08,-0.03,0.92,-0.99,2.17,0.04
55.517,0.08,-0.04,0.92,-1.06,2.2,0
55.537,0.08,-0.04,0.92,-1.03,2.14,-0.02
55.557,0.08,-0.04,0.92,-1.02,2.21,0.04
55.577,0.08,-0.04,0.92,-1,2.22,-0.02
55.597,0.08,-0.04,0.92,-0.96,2.2,0
55.617,0.08,-0.03,0.92,-1.11,2.29,0.02
55.638,0.08,-0.03,0.92,-0.98,2.21,-0.01
55.657,0.08,-0.04,0.92,-0.95,2.21,0.02
55.677,0.08,-0.04,0.92,-1.03,2.18,0.02
55.697,0.08,-0.03,0.92,-0.99,2.21,0.01
55.717,0.08,-0.03,0.92,-1.05,2.24,0.01
55.737,0.08,-0.04,0.92,-1.04,2.24,0.04
55.757,0.08,-0.04,0.92,-1.02,2.23,-0.01
55.777,0.08,-0.04,0.92,-1.02,2.14,-0.06
55.797,0.08,-0.03,0.92,-1.06,2.19,0.02
55.817,0.08,-0.04,0.91,-1.02,2.13,0
55.837,0.08,-0.04,0.92,-1.01,2.25,-0.08
55.857,0.08,-0.04,0.92,-1,2.18,0
55.877,0.08,-0.03,0.92,-1.08,2.17,-0.02
55.897,0.08,-0.04,0.92,-0.97,2.15,-0.05
55.917,0.08,-0.04,0.92,-1.01,2.18,-0.01
55.937,0.08,-0.03,0.92,-1.03,2.15,0.08
55.957,0.08,-0.04,0.92,-1.03,2.25,0.01
55.977,0.08,-0.04,0.92,-1.04,2.22,-0.02
55.997,0.08,-0.04,0.92,-0.98,2.16,0.05
56.017,0.08,-0.04,0.92,-1.01,2.26,-0.02
56.037,0.08,-0.04,0.92,-1.07,2.16,-0.02
56.057,0.08,-0.04,0.92,-1,2.23,-0.07
56.077,0.08,-0.03,0.92,-1.03,2.16,0
56.097,0.08,-0.03,0.91,-1.06,2.16,0.05
56.117,0.08,-0.04,0.92,-1.04,2.18,0.01
56.137,0.08,-0.03,0.92,-1.06,2.21,-0.02
56.157,0.08,-0.03,0.92,-1,2.21,-0.01
56.177,0.08,-0.03,0.92,-0.98,2.12,-0.02
56.197,0.08,-0.03,0.92,-1.02,2.15,0.02
56.217,0.08,-0.04,0.92,-1.03,2.14,-0.04
56.237,0.08,-0.04,0.92,-1.05,2.15,0.01
56.257,0.08,-0.04,0.91,-1.03,2.19,0.01
56.278,0.08,-0.04,0.92,-1.08,2.16,0.05
56.297,0.08,-0.04,0.92,-0.98,2.15,-0.03
56.317,0.08,-0.04,0.92,-1.03,2.14,-0.03
56.337,0.08,-0.04,0.92,-1.05,2.18,0
56.357,0.08,-0.04,0.92,-1.04,2.14,0.02
56.377,0.08,-0.03,0.92,-1.02,2.21,-0.02
56.397,0.08,-0.03,0.92,-1.02,2.2,-0.03
56.417,0.08,-0.03,0.92,-0.97,2.18,-0.01
56.437,0.08,-0.04,0.92,-1.08,2.17,-0.07
56.457,0.08,-0.04,0.92,-0.97,2.23,-0.01
56.477,0.08,-0.03,0.92,-1,2.15,-0.01
56.497,0.08,-0.04,0.92,-1.06,2.18,0
56.517,0.08,-0.04,0.92,-1.05,2.18,0.03
56.537,0.08,-0.04,0.92,-1.02,2.21,-0.02
56.557,0.08,-0.04,0.92,-1.02,2.18,0.02
56.577,0.08,-0.03,0.92,-1.02,2.21,-0.05
56.597,0.08,-0.03,0.92,-1.02,2.15,0.05
56.617,0.08,-0.04,0.92,-1.04,2.18,-0.01
56.637,0.08,-0.04,0.92,-1.07,2.1,0.02
56.657,0.08,-0.04,0.91,-1.02,2.1,-0.01
56.677,0.08,-0.04,0.92,-1.08,2.16,-0.03
